LoanStatus,BorrowerAPR,ProsperRating,LoanOriginalAmount,Term,IsBorrowerHomeowner,EmploymentStatus,EmploymentStatusDuration,DebtToIncomeRatio,IncomeRange
Defaulted,0.25013,C,4000,36,False,Employed,1.0,0.36,$25-50k
Completed,0.29998,D,15000,60,False,Employed,6.0,0.14,$75-100k
Defaulted,0.27246,C,15000,60,False,Employed,4.0,0.28,$25-50k
Completed,0.35796999999999995,HR,2000,36,True,Employed,34.0,0.43,$75-100k
Completed,0.11265,A,1000,36,False,Part-time,4.0,0.11,$0-25k
Completed,0.28339000000000003,D,15000,36,False,Employed,12.0,0.34,$75-100k
Defaulted,0.23121,C,2000,36,False,Employed,13.0,0.19,$25-50k
Completed,0.2878,D,3000,36,False,Employed,4.0,0.21,$50-75k
Completed,0.28851,D,13500,36,True,Employed,6.0,0.28,>$100k
Defaulted,0.33553,E,2000,36,False,Employed,3.0,0.17,$25-50k
Completed,0.27246,C,7500,60,False,Employed,8.0,0.1,$50-75k
Completed,0.35796999999999995,HR,4000,36,True,Employed,9.0,0.22,>$100k
Defaulted,0.33626,D,5300,36,False,Employed,1.0,0.4,$25-50k
Completed,0.35643,HR,3000,36,False,Employed,9.0,0.22,$25-50k
Completed,0.33973000000000003,E,3000,36,False,Employed,6.0,0.39,$25-50k
Completed,0.28574,D,3000,36,False,Self-employed,3.0,,$50-75k
Defaulted,0.35643,HR,4000,36,False,Self-employed,8.0,,>$100k
Completed,0.30532,D,4500,36,False,Employed,28.0,0.27,$50-75k
Completed,0.19529000000000002,B,1200,36,True,Other,3.0,0.18,$25-50k
Completed,0.23784,C,1000,36,False,Employed,5.0,0.25,$25-50k
Defaulted,0.20462,B,5000,36,False,Other,9.0,0.23,$25-50k
Completed,0.33393,HR,8000,36,False,Employed,3.0,0.53,$25-50k
Completed,0.35796999999999995,HR,2000,36,False,Employed,6.0,0.11,$75-100k
PastDue,0.27462,C,2000,60,True,Employed,22.0,0.05,$25-50k
Defaulted,0.25841,C,1000,36,True,Employed,3.0,0.39,$50-75k
Defaulted,0.22135,C,5500,36,True,Employed,12.0,0.12,>$100k
Completed,0.202,B,7000,36,True,Employed,1.0,0.35,$25-50k
Completed,0.28851,D,5000,36,False,Employed,4.0,0.2,$25-50k
Completed,0.35285,HR,4000,36,True,Employed,8.0,0.5,$25-50k
Completed,0.37453000000000003,HR,5000,36,False,Employed,7.0,0.19,$25-50k
Completed,0.29486,D,2000,36,True,Employed,13.0,0.26,$25-50k
Completed,0.11448,A,9900,36,False,Employed,5.0,0.09,>$100k
Completed,0.40679,E,1000,36,False,Not employed,2.0,,Not employed
Completed,0.26478,D,2000,12,True,Employed,6.0,0.07,$25-50k
Defaulted,0.23665999999999998,C,7500,12,True,Employed,3.0,0.34,$50-75k
PastDue,0.22361999999999999,C,7000,36,False,Employed,1.0,0.34,$25-50k
Defaulted,0.28574,D,3700,36,False,Employed,8.0,0.11,$25-50k
Completed,0.13204000000000002,A,8630,12,False,Employed,1.0,0.3,$25-50k
Completed,0.11295999999999999,A,2500,36,True,Employed,2.0,0.18,$25-50k
Defaulted,0.35643,E,7303,36,True,Employed,8.0,0.5,$50-75k
Completed,0.30532,D,4000,36,False,Not employed,2.0,,Not employed
Completed,0.25259000000000004,C,4500,36,True,Employed,22.0,0.22,$75-100k
Completed,0.24702,C,8000,60,False,Employed,7.0,0.15,$50-75k
Completed,0.33291,E,5200,36,False,Employed,13.0,0.17,$50-75k
Completed,0.17322,B,8500,36,False,Employed,7.0,0.09,$75-100k
Defaulted,0.25259000000000004,C,4500,36,False,Employed,3.0,0.1,$25-50k
Completed,0.08341,AA,7500,36,True,Retired,9.0,0.07,$25-50k
Completed,0.32576,E,4500,36,False,Employed,3.0,0.14,$50-75k
Completed,0.054360000000000006,AA,1000,12,False,Employed,6.0,0.14,>$100k
Completed,0.202,B,4000,36,False,Employed,1.0,0.16,$75-100k
Completed,0.07439,AA,1000,36,False,Employed,3.0,0.11,$0-25k
Defaulted,0.2974,D,6000,36,True,Retired,26.0,0.24,$25-50k
PastDue,0.35796999999999995,HR,2000,36,False,Employed,16.0,0.56,$25-50k
Completed,0.34621,E,7500,36,False,Employed,2.0,0.34,$50-75k
Completed,0.26528,C,5346,60,False,Employed,1.0,0.44,$0-25k
Completed,0.12458,A,10000,12,False,Employed,4.0,0.09,>$100k
Completed,0.32958000000000004,D,10000,60,True,Employed,7.0,0.27,$50-75k
Defaulted,0.28704,D,15000,60,False,Employed,10.0,0.6,$25-50k
Completed,0.27466999999999997,D,7000,36,True,Employed,4.0,0.23,$75-100k
Completed,0.35796999999999995,HR,4000,36,True,Employed,15.0,0.19,$50-75k
PastDue,0.24758000000000002,C,15000,36,True,Employed,5.0,0.17,>$100k
Completed,0.15366,B,10000,60,True,Employed,25.0,0.04,>$100k
Completed,0.17069,B,5500,36,True,Employed,3.0,0.14,$50-75k
Completed,0.18725,B,15000,36,False,Employed,6.0,0.25,$75-100k
Defaulted,0.34576999999999997,E,2000,36,False,Other,12.0,0.03,$25-50k
Completed,0.28525,D,4000,12,False,Employed,2.0,,$25-50k
Completed,0.09333,AA,7500,36,True,Employed,17.0,0.12,$50-75k
PastDue,0.23121,C,15000,36,True,Employed,19.0,0.29,$75-100k
Completed,0.3659,E,3500,36,False,Employed,3.0,0.05,$25-50k
PastDue,0.19645,B,15000,36,False,Employed,7.0,0.33,$75-100k
Defaulted,0.35244000000000003,E,2000,36,True,Employed,11.0,0.19,$25-50k
Completed,0.31032,E,4000,36,False,Employed,1.0,0.13,$25-50k
Completed,0.29588000000000003,D,7500,36,True,Employed,7.0,0.13,>$100k
PastDue,0.19322999999999999,C,25000,60,True,Employed,6.0,0.19,>$100k
Completed,0.06589,AA,5000,12,True,Employed,12.0,0.08,>$100k
Completed,0.35643,HR,4000,36,False,Self-employed,3.0,,$25-50k
Completed,0.18829,B,3360,12,False,Employed,3.0,0.16,$75-100k
Defaulted,0.35796999999999995,HR,2000,36,True,Employed,9.0,0.63,$25-50k
Defaulted,0.35131999999999997,E,6000,36,True,Employed,4.0,0.12,$25-50k
Completed,0.14357999999999999,A,25000,36,True,Employed,16.0,,$75-100k
Completed,0.05927,AA,3500,12,True,Employed,19.0,0.19,$25-50k
Defaulted,0.12528,A,4000,36,True,Employed,9.0,0.15,$75-100k
Completed,0.11295999999999999,A,4000,36,False,Employed,1.0,0.13,$50-75k
Defaulted,0.35643,E,3000,36,False,Other,17.0,0.3,$0-25k
Defaulted,0.33709,E,4000,60,True,Employed,44.0,0.31,$25-50k
Completed,0.36438000000000004,E,3350,36,False,Employed,8.0,0.18,$50-75k
Completed,0.11066,A,2500,12,False,Self-employed,1.0,,$25-50k
PastDue,0.35796999999999995,HR,2000,36,False,Employed,14.0,0.47,$75-100k
Defaulted,0.35131999999999997,E,4000,36,False,Other,20.0,2.05,$0-25k
Completed,0.15479,B,2300,36,True,Employed,3.0,0.13,$25-50k
Completed,0.11295999999999999,A,6000,36,False,Employed,2.0,0.2,$25-50k
Defaulted,0.19546,B,2500,36,True,Employed,8.0,0.15,$25-50k
Completed,0.15936,A,25000,60,False,Employed,7.0,0.03,>$100k
PastDue,0.28851,D,15000,36,True,Employed,7.0,0.24,$25-50k
Completed,0.2021,C,2500,36,False,Employed,11.0,0.14,$75-100k
Completed,0.34886999999999996,HR,4000,36,True,Employed,12.0,0.11,$75-100k
Defaulted,0.35796999999999995,HR,4000,36,False,Employed,5.0,0.42,$25-50k
Completed,0.35796999999999995,HR,4000,36,True,Employed,2.0,0.2,$25-50k
Completed,0.32989,D,10000,60,True,Employed,19.0,0.31,$25-50k
Defaulted,0.2325,C,25000,36,True,Employed,9.0,0.39,$75-100k
Completed,0.11499000000000001,AA,4900,36,True,Employed,6.0,0.13,$75-100k
Completed,0.2951,D,2300,36,True,Employed,1.0,0.09,$75-100k
Completed,0.35643,E,4000,36,True,Employed,26.0,0.27,$50-75k
Completed,0.18725,B,12500,36,False,Employed,7.0,0.27,$50-75k
Defaulted,0.24758000000000002,C,11000,36,False,Employed,5.0,0.37,$25-50k
Completed,0.33553,E,4000,36,True,Employed,2.0,0.28,$25-50k
Defaulted,0.29486,D,7500,36,False,Other,6.0,1.0,$0-25k
Completed,0.25486,C,2700,36,True,Employed,4.0,0.49,$25-50k
PastDue,0.20081,B,12000,60,True,Employed,6.0,0.33,$75-100k
Defaulted,0.35643,E,6000,36,False,Employed,0.0,,$0-25k
Defaulted,0.2951,D,5000,36,True,Employed,4.0,0.23,$50-75k
Completed,0.17969000000000002,B,9300,12,True,Employed,31.0,0.34,>$100k
Completed,0.06888,AA,14802,36,True,Employed,10.0,0.08,>$100k
PastDue,0.22029,B,10000,60,False,Employed,17.0,0.35,$25-50k
Defaulted,0.35796999999999995,HR,3500,36,True,Employed,2.0,0.39,$50-75k
Completed,0.31053000000000003,D,3000,36,False,Employed,2.0,0.05,$50-75k
Completed,0.22361999999999999,C,4500,36,True,Employed,13.0,0.33,$50-75k
Completed,0.06589,AA,3500,12,False,Employed,20.0,0.17,$25-50k
Completed,0.21566,C,15000,60,True,Employed,9.0,0.26,$50-75k
Completed,0.35131999999999997,E,7500,36,True,Not employed,12.0,,Not employed
Completed,0.19364,AA,9000,36,True,Self-employed,1.0,,$50-75k
Completed,0.08331000000000001,AA,6500,36,True,Employed,12.0,0.08,$50-75k
Completed,0.13545,A,3000,36,False,Employed,21.0,0.17,$50-75k
Defaulted,0.35796999999999995,HR,4000,36,True,Employed,8.0,,$75-100k
Completed,0.23872,C,4000,60,False,Employed,7.0,0.3,$25-50k
PastDue,0.28339000000000003,D,5665,36,False,Employed,2.0,0.34,$25-50k
Completed,0.16147,B,10000,36,True,Employed,1.0,0.14,$50-75k
Defaulted,0.33097,D,7500,36,True,Employed,5.0,0.21,$50-75k
Defaulted,0.30696999999999997,D,15000,60,True,Employed,4.0,0.06,>$100k
Defaulted,0.28574,D,2000,36,False,Self-employed,2.0,,$0-25k
Defaulted,0.17069,B,4500,36,True,Employed,1.0,0.17,$75-100k
Completed,0.17359000000000002,B,4500,36,False,Employed,6.0,0.24,$50-75k
Completed,0.23383,D,5000,36,False,Employed,2.0,0.33,$50-75k
Completed,0.34886999999999996,HR,2000,36,True,Employed,5.0,0.37,$25-50k
Completed,0.35643,E,4000,36,False,Employed,1.0,,$75-100k
Completed,0.25486,C,2000,36,True,Employed,14.0,0.21,$50-75k
Completed,0.19843,B,2785,12,False,Employed,8.0,0.06,$50-75k
Completed,0.35796999999999995,HR,4000,36,True,Other,2.0,0.17,>$100k
Completed,0.37453000000000003,HR,4500,36,False,Employed,4.0,0.24,$25-50k
Completed,0.3268,D,5000,60,False,Employed,1.0,0.16,$50-75k
Defaulted,0.28974,D,10000,36,False,Employed,5.0,,$25-50k
Completed,0.35796999999999995,HR,4000,36,False,Employed,2.0,0.36,$25-50k
Completed,0.11295999999999999,A,2000,36,False,Employed,1.0,0.42,$25-50k
Defaulted,0.35796999999999995,HR,4000,36,True,Employed,6.0,0.18,$75-100k
PastDue,0.19546,B,3000,36,False,Employed,8.0,0.15,$50-75k
Completed,0.33973000000000003,E,4000,36,False,Employed,1.0,0.11,$75-100k
Defaulted,0.2951,D,4000,36,True,Employed,2.0,0.16,$75-100k
Defaulted,0.35796999999999995,HR,4000,36,True,Employed,6.0,0.26,>$100k
Defaulted,0.35643,E,5000,36,True,Self-employed,4.0,,$25-50k
Completed,0.27462,C,10000,60,False,Employed,1.0,0.09,$50-75k
Completed,0.17359000000000002,B,7500,36,False,Employed,5.0,0.26,$50-75k
Completed,0.35796999999999995,HR,4000,36,False,Employed,5.0,0.1,$25-50k
PastDue,0.35356,HR,4000,36,False,Self-employed,4.0,,>$100k
Completed,0.19907,B,15000,60,False,Employed,7.0,0.29,$75-100k
Completed,0.27554,C,22500,60,True,Employed,7.0,0.06,>$100k
Completed,0.12511,A,7000,36,False,Employed,2.0,0.06,$50-75k
Completed,0.35796999999999995,HR,4000,36,True,Employed,3.0,,>$100k
Completed,0.19921,B,10500,36,False,Employed,7.0,0.13,$50-75k
Defaulted,0.34631,D,2500,36,True,Employed,1.0,0.31,>$100k
Defaulted,0.24821999999999997,C,15000,36,True,Employed,7.0,0.18,$75-100k
Completed,0.27246,C,4500,60,True,Employed,9.0,0.13,$25-50k
Defaulted,0.31848000000000004,E,2000,60,False,Employed,6.0,0.33,$25-50k
Completed,0.17493,B,4000,12,False,Employed,1.0,0.26,$50-75k
Completed,0.28488,D,2000,36,False,Employed,2.0,0.31,$25-50k
Completed,0.11731,A,5000,12,True,Employed,9.0,0.58,$25-50k
Defaulted,0.28848,D,4500,60,False,Employed,19.0,0.38,$25-50k
Completed,0.14584,A,1000,36,True,Employed,12.0,0.22,$75-100k
Defaulted,0.35858,E,7500,36,False,Employed,1.0,0.19,$25-50k
Completed,0.17151,B,25000,36,True,Employed,4.0,0.25,>$100k
Completed,0.09643,AA,9000,36,True,Employed,4.0,0.24,$25-50k
Completed,0.35796999999999995,HR,3500,36,True,Employed,7.0,0.3,$75-100k
Completed,0.18173,C,2000,36,True,Employed,5.0,0.44,$25-50k
Defaulted,0.29588000000000003,D,5800,36,True,Self-employed,4.0,,$50-75k
Completed,0.13271,A,15000,36,True,Employed,6.0,0.18,$50-75k
Defaulted,0.35796999999999995,HR,2500,36,False,Employed,1.0,0.67,$0-25k
Completed,0.3194,E,4000,60,False,Employed,28.0,0.12,$50-75k
Completed,0.29107,D,2000,36,False,Employed,1.0,0.18,>$100k
Completed,0.27246,C,10000,60,False,Employed,5.0,0.25,$25-50k
PastDue,0.08829,AA,3000,36,False,Employed,36.0,0.15,$75-100k
Defaulted,0.3304,E,3500,60,False,Employed,8.0,0.31,$25-50k
Completed,0.32576,E,2000,36,True,Employed,6.0,0.33,$25-50k
Defaulted,0.35643,E,7500,36,True,Employed,2.0,0.12,$50-75k
Completed,0.13706,A,4000,12,True,Employed,3.0,0.18,$75-100k
Completed,0.124,A,6000,36,True,Employed,19.0,0.06,$50-75k
Completed,0.38723,HR,6000,36,False,Employed,5.0,0.29,$25-50k
Defaulted,0.2878,D,9000,36,False,Employed,1.0,0.13,$75-100k
Completed,0.37453000000000003,E,3000,36,False,Employed,1.0,0.16,$50-75k
Completed,0.34631,HR,7500,36,True,Employed,3.0,0.52,$0-25k
Defaulted,0.17221,B,12000,36,True,Employed,8.0,0.27,$50-75k
Completed,0.16055999999999998,A,18500,36,True,Employed,12.0,0.2,$75-100k
Completed,0.09643,AA,9000,36,True,Employed,4.0,0.04,>$100k
Completed,0.2952,D,7500,36,False,Employed,11.0,0.58,$50-75k
Defaulted,0.34886999999999996,HR,4000,36,False,Employed,6.0,0.42,$25-50k
Completed,0.31053000000000003,D,5500,36,True,Employed,10.0,0.14,$75-100k
Defaulted,0.37453000000000003,HR,4500,36,False,Employed,5.0,0.27,$75-100k
Completed,0.202,B,5000,36,False,Employed,2.0,0.14,$75-100k
Defaulted,0.2951,D,2500,36,False,Employed,10.0,0.08,$25-50k
Completed,0.11295999999999999,A,4000,36,False,Self-employed,9.0,,$50-75k
Defaulted,0.27462,C,5000,60,True,Other,2.0,0.06,$25-50k
Completed,0.30696999999999997,D,13000,60,False,Employed,13.0,0.3,$50-75k
Completed,0.17069,B,7000,36,True,Employed,4.0,0.17,$75-100k
Completed,0.20679,C,4000,60,False,Employed,1.0,0.35,$0-25k
PastDue,0.22712,C,4000,36,False,Employed,3.0,0.32,$0-25k
Completed,0.15144000000000002,C,1750,36,True,Employed,18.0,0.11,$75-100k
Defaulted,0.35088,E,7500,36,False,Employed,23.0,0.23,$75-100k
Completed,0.10082,AA,2000,36,False,Employed,1.0,0.1,$50-75k
Defaulted,0.35643,E,7500,36,False,Employed,1.0,0.1,>$100k
Defaulted,0.20463,C,2000,36,False,Employed,3.0,0.21,$75-100k
Completed,0.17849,A,13000,60,False,Employed,29.0,,$50-75k
Completed,0.22361999999999999,C,5000,36,False,Employed,2.0,0.36,$50-75k
Completed,0.31053000000000003,D,5000,36,True,Employed,2.0,0.27,$50-75k
Completed,0.23939000000000002,C,3500,36,True,Employed,14.0,0.13,>$100k
PastDue,0.21434,C,6543,36,False,Retired,15.0,0.76,$25-50k
Completed,0.28974,D,2500,36,True,Employed,1.0,0.18,$25-50k
Defaulted,0.29107,D,8000,36,True,Employed,3.0,0.22,$25-50k
Completed,0.26931,E,3180,36,False,Employed,15.0,0.19,$50-75k
Completed,0.31566,D,3500,36,True,Part-time,3.0,0.19,$50-75k
Defaulted,0.24251999999999999,C,10000,60,True,Employed,4.0,0.14,>$100k
Defaulted,0.31053000000000003,D,4000,36,True,Employed,16.0,0.34,$50-75k
PastDue,0.32538,E,4000,36,False,Employed,7.0,0.28,$25-50k
Completed,0.34195,E,2000,36,False,Employed,5.0,0.2,$25-50k
Completed,0.06888,AA,7500,36,True,Employed,1.0,0.03,>$100k
Completed,0.35796999999999995,HR,4000,36,True,Employed,22.0,0.29,$50-75k
Completed,0.3509,E,5500,36,False,Self-employed,2.0,,$0-25k
Completed,0.35843,E,3000,12,True,Employed,6.0,0.06,>$100k
Completed,0.15134,B,3000,36,True,Employed,3.0,0.22,$75-100k
Completed,0.2951,D,6000,36,False,Employed,1.0,0.31,$25-50k
Completed,0.14537,A,18000,36,True,Employed,2.0,0.23,>$100k
Completed,0.27321999999999996,D,12500,60,True,Employed,8.0,0.21,$75-100k
Completed,0.35643,HR,4000,36,True,Employed,7.0,0.28,$0-25k
Completed,0.38058000000000003,E,3000,36,False,Retired,6.0,0.22,$0-25k
Defaulted,0.35643,E,4000,36,False,Employed,1.0,0.22,$0-25k
Defaulted,0.35796999999999995,HR,4000,36,True,Employed,6.0,0.22,$50-75k
PastDue,0.31375,D,15000,60,True,Employed,3.0,0.16,$75-100k
Completed,0.35423000000000004,HR,1750,36,True,Retired,16.0,0.51,$0-25k
Completed,0.06888,AA,7000,36,True,Employed,4.0,0.09,>$100k
PastDue,0.27462,C,12500,60,False,Employed,4.0,0.33,$50-75k
Completed,0.09844,AA,6000,36,True,Retired,3.0,0.32,$25-50k
Completed,0.23276999999999998,C,2500,60,True,Employed,1.0,0.08,$50-75k
Completed,0.20052999999999999,B,6500,36,False,Employed,1.0,0.24,$50-75k
Completed,0.10436,A,5000,36,True,Employed,3.0,0.34,>$100k
Defaulted,0.39153000000000004,HR,1500,36,False,Employed,1.0,0.01,$50-75k
Defaulted,0.34886999999999996,HR,4000,36,True,Employed,5.0,0.18,>$100k
Completed,0.16055999999999998,A,3500,36,False,Employed,0.0,0.1,$25-50k
Completed,0.08241,AA,2500,36,False,Employed,17.0,0.16,$50-75k
Completed,0.3094,D,4000,36,False,Retired,3.0,0.49,$25-50k
Completed,0.13204000000000002,A,4000,12,False,Employed,1.0,0.27,$25-50k
Completed,0.17359000000000002,B,3000,36,False,Employed,14.0,0.25,$25-50k
Completed,0.08829,AA,5000,36,True,Employed,7.0,0.08,>$100k
Completed,0.29265,D,3000,36,False,Employed,4.0,0.17,$50-75k
Completed,0.35796999999999995,HR,3500,36,False,Employed,2.0,0.02,>$100k
Completed,0.35643,HR,3000,36,False,Employed,14.0,0.14,$50-75k
Completed,0.32576,E,7500,36,False,Self-employed,4.0,,$0-25k
Completed,0.31725,E,4000,12,True,Employed,10.0,0.48,$50-75k
PastDue,0.21434,C,9200,36,True,Employed,6.0,0.22,$25-50k
Completed,0.06888,AA,25000,36,True,Employed,2.0,0.06,>$100k
Completed,0.16507,A,7500,12,False,Employed,5.0,0.16,$75-100k
Completed,0.34621,E,7500,36,True,Employed,3.0,0.21,$75-100k
Completed,0.06589,AA,2000,12,True,Employed,4.0,0.13,$75-100k
Completed,0.2951,D,6000,36,True,Employed,9.0,0.31,$50-75k
Completed,0.22741999999999998,C,7000,36,True,Employed,6.0,0.28,$25-50k
Completed,0.33383,C,4000,36,True,Employed,12.0,0.28,$50-75k
Defaulted,0.35643,E,7500,36,False,Employed,5.0,0.32,$0-25k
Defaulted,0.34105,D,4500,12,False,Not employed,2.0,,Not employed
Completed,0.35796999999999995,HR,4000,36,False,Employed,9.0,0.16,$75-100k
Completed,0.14121,B,6000,36,False,Employed,8.0,0.14,$25-50k
Completed,0.124,A,4500,36,False,Employed,8.0,0.34,$25-50k
Completed,0.12309,A,12000,36,False,Employed,3.0,0.1,$50-75k
Defaulted,0.3134,D,1000,36,True,Employed,2.0,0.3,$25-50k
Completed,0.17359000000000002,B,2000,36,True,Other,5.0,0.11,$50-75k
Completed,0.24352,C,7000,36,True,Employed,1.0,,$50-75k
Completed,0.31375,D,6000,60,True,Employed,6.0,0.38,$25-50k
Completed,0.35643,E,7500,36,False,Employed,20.0,0.49,$25-50k
Completed,0.35838000000000003,E,2500,60,True,Employed,1.0,0.19,$50-75k
Completed,0.27246,C,15000,60,False,Employed,2.0,0.39,$25-50k
Completed,0.10436,A,4000,36,True,Employed,5.0,0.12,$25-50k
Completed,0.19660999999999998,A,10000,60,True,Employed,23.0,0.34,$75-100k
Completed,0.09643,AA,9000,36,True,Employed,2.0,0.2,$25-50k
Defaulted,0.28851,D,11000,36,True,Employed,13.0,0.64,$0-25k
Completed,0.31053000000000003,D,2500,36,True,Employed,4.0,0.56,$25-50k
Completed,0.20705,B,15000,60,False,Employed,7.0,0.3,$50-75k
Completed,0.2763,D,3000,36,True,Employed,4.0,0.11,$50-75k
Completed,0.35356,HR,3500,36,False,Not employed,5.0,,Not employed
PastDue,0.2951,D,8000,36,False,Employed,8.0,0.14,$75-100k
Completed,0.24758000000000002,C,9700,36,True,Employed,1.0,0.22,$75-100k
Completed,0.13271,A,5000,36,True,Employed,7.0,0.15,$50-75k
Completed,0.15324000000000002,A,20000,36,False,Employed,1.0,0.22,$50-75k
Defaulted,0.20357999999999998,B,15000,60,True,Employed,14.0,0.34,$75-100k
Completed,0.28675,D,5000,36,True,Employed,14.0,0.36,$25-50k
Completed,0.30532,D,2500,36,False,Employed,4.0,0.1,$0-25k
Completed,0.31053000000000003,D,5000,36,False,Employed,7.0,0.17,$25-50k
Completed,0.19221,C,7000,60,False,Employed,19.0,0.13,$75-100k
Completed,0.17322,B,7000,36,False,Employed,3.0,0.19,$50-75k
PastDue,0.14765999999999999,A,7000,60,True,Employed,2.0,0.12,>$100k
Defaulted,0.30532,D,7000,36,False,Not employed,2.0,,Not employed
Completed,0.124,A,2000,36,False,Employed,1.0,0.13,$50-75k
Completed,0.37453000000000003,HR,3060,36,True,Employed,4.0,0.17,$25-50k
Completed,0.11295999999999999,A,2000,36,False,Employed,24.0,0.1,$50-75k
Completed,0.20081,B,9000,60,True,Employed,1.0,0.28,$50-75k
Completed,0.15538,A,5000,36,True,Employed,5.0,0.27,$50-75k
Completed,0.25371,C,20000,36,True,Employed,3.0,0.32,$50-75k
Completed,0.17322,B,9500,36,True,Employed,10.0,0.16,>$100k
Completed,0.18478,B,10000,36,True,Employed,4.0,0.35,$50-75k
Completed,0.13289,A,1500,36,False,Part-time,3.0,0.19,$0-25k
Completed,0.30532,D,2000,36,True,Employed,5.0,0.12,$75-100k
Defaulted,0.35643,E,3000,36,False,Other,15.0,0.16,$0-25k
Completed,0.18173,B,8220,36,False,Employed,5.0,0.18,$25-50k
PastDue,0.31053000000000003,D,5000,36,False,Employed,5.0,0.14,$50-75k
Completed,0.15144000000000002,B,8000,36,True,Employed,26.0,0.18,$75-100k
Completed,0.2951,D,4000,36,False,Employed,16.0,0.36,$0-25k
Completed,0.12528,A,12500,36,True,Employed,33.0,0.41,$50-75k
Completed,0.11087999999999999,AA,1100,36,False,Employed,3.0,0.22,$25-50k
Completed,0.07439,AA,3500,36,False,Employed,2.0,0.04,$25-50k
Completed,0.24681999999999998,C,15000,60,False,Employed,1.0,0.12,$75-100k
PastDue,0.31032,E,4000,36,True,Employed,2.0,0.14,$75-100k
PastDue,0.20984,C,6500,36,False,Employed,3.0,0.16,$25-50k
Defaulted,0.29536999999999997,D,15000,36,False,Employed,4.0,0.2,$50-75k
Completed,0.35796999999999995,HR,4000,36,True,Other,43.0,0.53,$25-50k
Completed,0.06828,AA,6000,36,True,Employed,4.0,0.04,$75-100k
Defaulted,0.33553,E,3000,36,False,Employed,5.0,0.08,$25-50k
Completed,0.30532,D,5500,36,False,Employed,1.0,0.31,$25-50k
Defaulted,0.17359000000000002,B,4000,36,True,Employed,5.0,0.18,$75-100k
Completed,0.30543000000000003,E,4000,12,False,Employed,12.0,0.18,$50-75k
Completed,0.34621,E,7500,36,True,Employed,8.0,0.23,$50-75k
Completed,0.2951,D,4000,36,False,Employed,2.0,3.71,$0-25k
Completed,0.27285,D,2000,36,True,Employed,4.0,0.05,$75-100k
Defaulted,0.30532,D,9500,36,False,Employed,1.0,0.13,$25-50k
Completed,0.27466999999999997,D,3600,36,True,Employed,37.0,0.22,$25-50k
Completed,0.20081,B,13000,60,True,Employed,9.0,0.16,$50-75k
Defaulted,0.35796999999999995,HR,4000,36,False,Employed,1.0,,$25-50k
Completed,0.24245999999999998,C,3500,36,True,Employed,15.0,0.32,$50-75k
Defaulted,0.22455999999999998,C,15000,36,False,Self-employed,18.0,,$25-50k
Completed,0.19108,B,15000,36,True,Employed,1.0,0.06,>$100k
Defaulted,0.29254,D,8500,36,False,Employed,1.0,,$0-25k
Completed,0.23088000000000003,E,2500,36,True,Employed,4.0,0.18,$25-50k
Defaulted,0.33973000000000003,E,2000,36,True,Employed,4.0,0.23,$50-75k
Completed,0.27246,C,11500,60,True,Employed,5.0,0.16,$50-75k
Defaulted,0.32393,E,4000,60,False,Employed,3.0,0.49,$25-50k
Completed,0.08591,AA,13500,36,False,Retired,15.0,0.16,$25-50k
Completed,0.35643,E,5000,36,False,Employed,3.0,0.21,$25-50k
Completed,0.16147,B,10000,36,True,Employed,4.0,0.21,$50-75k
Completed,0.31725,E,2000,12,False,Not employed,22.0,,Not employed
Completed,0.25781,D,4000,36,True,Employed,8.0,0.48,$50-75k
Completed,0.09221,AA,3000,36,True,Employed,6.0,0.2,$75-100k
Completed,0.11650999999999999,A,9500,36,True,Employed,6.0,0.14,$50-75k
Completed,0.38058000000000003,E,6000,36,True,Employed,14.0,0.07,$50-75k
Defaulted,0.21434,C,15000,36,True,Employed,18.0,0.42,$50-75k
Completed,0.08331000000000001,AA,8000,36,True,Employed,5.0,0.13,$50-75k
Completed,0.35643,HR,2838,36,True,Employed,4.0,0.4,$25-50k
Completed,0.15324000000000002,A,15000,36,True,Employed,6.0,0.21,>$100k
Completed,0.2951,D,7500,36,False,Employed,3.0,0.2,$25-50k
PastDue,0.2878,D,10000,36,True,Employed,10.0,0.29,$75-100k
PastDue,0.21832,C,25000,60,False,Employed,4.0,0.17,>$100k
Completed,0.09643,AA,8000,36,True,Employed,4.0,0.12,$75-100k
Completed,0.08341,AA,5500,36,True,Employed,32.0,0.15,$25-50k
Defaulted,0.26887,C,7000,60,True,Employed,3.0,0.18,$25-50k
Defaulted,0.35796999999999995,HR,4000,36,True,Self-employed,18.0,,>$100k
Defaulted,0.35643,E,7500,36,False,Self-employed,8.0,,$0-25k
Completed,0.07439,AA,5000,36,True,Employed,21.0,0.09,>$100k
Completed,0.38058000000000003,E,3700,36,True,Employed,7.0,0.54,$50-75k
Completed,0.21372,B,8000,36,False,Employed,3.0,0.18,>$100k
Completed,0.22741999999999998,C,6000,36,False,Self-employed,1.0,,$0-25k
Completed,0.22455999999999998,C,7000,36,False,Employed,1.0,,$50-75k
Completed,0.35796999999999995,HR,2500,36,True,Employed,16.0,0.08,$50-75k
Completed,0.14857,A,19000,36,True,Employed,3.0,0.25,>$100k
Completed,0.05927,AA,3500,12,False,Employed,7.0,0.12,$50-75k
Defaulted,0.29394000000000003,D,10000,36,True,Employed,7.0,0.13,>$100k
Completed,0.06888,AA,7000,36,True,Employed,9.0,0.07,>$100k
